,CreditScore,Geography,Gender,Age,Balance,Exited
2859,551,Spain,Male,32,0.0,0
2860,674,France,Male,45,142072.02,0
2861,525,France,Female,25,0.0,0
2862,645,Germany,Male,33,149564.61,0
2863,755,France,Female,43,0.0,0
2864,708,Germany,Male,37,153366.13,0
2865,715,France,Male,21,76467.16,0
2866,727,France,Female,26,121508.28,0
2867,559,Spain,Female,27,0.0,0
2868,545,Spain,Male,36,73211.12,1
2869,524,France,Male,22,0.0,0
2870,707,France,Female,55,0.0,0
2871,671,Spain,Male,38,92674.94,0
2872,439,Spain,Male,52,96196.24,1
2873,667,Germany,Female,36,114391.62,0
2874,831,Germany,Male,32,80262.66,0
2875,545,Spain,Female,33,173331.52,0
2876,604,Spain,Female,35,147285.52,0
2877,657,Spain,Male,67,119785.47,0
2878,487,Spain,Female,36,140137.15,0
2879,750,Germany,Female,52,107467.56,1
2880,694,Germany,Female,37,98218.04,1
2881,711,Germany,Female,35,133607.75,0
2882,551,France,Male,37,0.0,0
2883,559,France,Female,38,95139.41,0
2884,620,France,Female,29,0.0,0
2885,660,Spain,Male,42,0.0,0
2886,449,France,Female,37,0.0,0
2887,703,Germany,Female,26,97331.19,0
2888,795,Germany,Male,37,139265.63,0
2889,594,France,Female,31,0.0,0
2890,586,Spain,Male,34,168094.01,0
2891,613,Germany,Female,30,131563.88,0
2892,601,France,Male,44,0.0,0
2893,657,France,Male,50,0.0,0
2894,531,France,Male,31,0.0,0
2895,621,Germany,Male,47,107363.29,0
2896,782,France,Female,33,94493.03,0
2897,528,Germany,Female,29,170214.23,0
2898,696,France,Male,52,139781.06,1
2899,586,France,Female,35,0.0,0
2900,626,Spain,Female,26,148610.41,1
2901,498,France,Male,73,170241.7,0
2902,691,France,Female,33,128306.83,0
2903,568,France,Female,47,0.0,0
2904,715,France,Female,35,0.0,0
2905,680,Germany,Male,32,175454.0,0
2906,802,Spain,Male,41,0.0,0
2907,539,France,Female,22,100885.93,0
2908,494,France,Male,69,93320.8,0
2909,594,Germany,Male,38,63176.44,0
2910,596,France,Male,33,139451.67,0
2911,649,France,Female,52,49113.75,0
2912,699,Germany,Male,32,123906.22,1
2913,787,France,Female,40,0.0,0
2914,604,France,Male,28,0.0,0
2915,489,Germany,Female,52,131441.51,1
2916,651,France,Male,56,0.0,1
2917,698,France,Male,57,136325.48,1
2918,578,Germany,Female,38,113150.44,1
2919,538,Spain,Female,42,0.0,0
2920,696,France,Female,33,0.0,0
2921,507,Germany,Female,46,102785.16,0
2922,685,Spain,Male,34,83264.28,0
2923,705,Germany,Male,41,72252.64,0
2924,499,Germany,Female,29,148051.52,0
2925,717,France,Female,76,138489.66,0
2926,510,France,Male,63,0.0,0
2927,632,France,Male,32,111589.33,0
2928,668,Germany,Female,39,122104.79,1
2929,744,Germany,Male,32,96106.83,0
2930,663,Germany,Male,42,115930.87,0
2931,638,Germany,Female,37,124513.66,0
2932,688,France,Female,54,0.0,1
2933,588,Spain,Male,46,0.0,0
2934,631,France,Male,33,0.0,1
2935,687,Spain,Male,35,100988.39,0
2936,599,France,Male,44,118577.24,0
2937,718,Spain,Male,28,0.0,0
2938,730,France,Male,27,0.0,0
2939,533,France,Female,39,0.0,1
2940,711,Spain,Female,28,0.0,0
2941,555,Spain,Female,26,0.0,0
2942,850,France,Female,42,113311.11,0
2943,678,France,Female,41,0.0,0
2944,576,France,Male,32,0.0,0
2945,835,Germany,Male,20,124365.42,1
2946,592,France,Male,42,147249.29,0
2947,774,France,Male,36,103688.19,0
2948,620,France,Female,29,138740.24,0
2949,519,Spain,Male,39,111900.14,0
2950,734,Spain,Female,37,152760.24,0
2951,763,Germany,Male,31,143966.3,1
2952,733,France,Male,51,141556.96,0
2953,650,France,Female,43,0.0,0
2954,538,France,Female,33,0.0,0
2955,577,France,Female,46,0.0,0
2956,792,France,Male,30,0.0,0
2957,686,France,Female,41,0.0,1
2958,589,France,Male,29,0.0,0
2959,530,France,Male,25,162560.32,0
2960,778,Germany,Female,29,123229.46,0
2961,616,Spain,Male,31,76665.71,0
2962,550,France,Male,38,140278.99,1
2963,655,France,Female,51,0.0,0
2964,721,France,Male,46,115764.32,0
2965,499,Germany,Male,36,131142.53,0
2966,511,France,Male,45,68375.27,1
2967,579,Germany,Female,39,117833.3,1
2968,696,Spain,Female,36,0.0,0
2969,681,France,Male,34,0.0,0
2970,815,France,Male,45,0.0,1
2971,681,Spain,Male,30,111093.01,0
2972,641,Spain,Male,42,132657.55,0
2973,591,France,Female,56,128882.49,1
2974,565,Germany,Male,59,69129.59,0
2975,487,France,Male,37,0.0,0
2976,729,France,Male,39,121404.64,0
2977,505,Spain,Female,45,131355.3,1
2978,580,France,Female,35,102097.33,0
2979,642,France,Male,40,154863.15,0
2980,850,Spain,Female,41,99945.93,0
2981,616,Germany,Male,39,121704.32,0
2982,526,Spain,Female,43,0.0,0
2983,523,Germany,Male,35,138782.76,0
2984,663,France,Male,35,0.0,0
2985,840,France,Male,30,136291.71,0
2986,570,Germany,Male,42,107856.57,0
2987,676,Germany,Female,26,108348.66,1
2988,689,France,Male,47,93871.95,1
2989,703,Spain,Female,45,0.0,1
2990,491,Germany,Male,19,125860.2,0
2991,584,France,Male,49,172713.44,0
2992,810,France,Female,51,0.0,0
2993,745,Spain,Female,59,0.0,0
2994,625,France,Female,39,130786.92,0
2995,535,France,Female,29,112367.34,0
2996,729,Spain,Female,45,91091.06,0
2997,655,France,Female,26,106198.5,0
2998,751,France,Male,47,142669.93,0
2999,525,France,Male,33,112833.35,0
3000,532,France,Female,40,0.0,0
3001,696,Spain,Female,43,0.0,0
3002,786,Germany,Female,32,104336.43,0
3003,580,France,Male,55,104305.74,0
3004,596,Germany,Male,47,140187.1,0
3005,683,France,Male,39,0.0,0
3006,747,France,Female,45,114959.12,1
3007,602,France,Male,33,164704.38,1
3008,779,France,Male,62,119096.55,0
3009,551,France,Male,31,0.0,0
3010,666,France,Male,47,0.0,1
3011,526,Spain,Male,30,0.0,0
3012,849,France,Female,41,115465.28,0
3013,471,France,Female,27,0.0,0
3014,628,Spain,Male,43,184926.61,0
3015,674,Germany,Male,43,85957.88,0
3016,797,France,Male,32,114084.6,0
3017,590,Spain,Female,29,166930.76,0
3018,588,France,Female,27,0.0,0
3019,577,France,Male,29,0.0,0
3020,571,France,Female,38,107193.82,0
3021,680,France,Male,36,116275.12,0
3022,648,Spain,Female,27,0.0,0
3023,618,France,Male,39,91068.56,0
3024,648,Germany,Male,41,123049.21,0
3025,759,France,Female,39,0.0,0
3026,585,France,Male,40,0.0,0
3027,774,France,Female,42,137781.65,0
3028,697,Germany,Female,48,108128.96,0
3029,605,Spain,Male,39,105317.73,0
3030,676,France,Male,20,80569.73,0
3031,678,France,Female,22,174852.89,0
3032,495,Spain,Female,45,89158.94,1
3033,787,France,Female,85,0.0,0
3034,770,France,Male,36,89800.14,0
3035,817,Germany,Male,45,101207.75,1
3036,659,France,Male,43,106086.42,0
3037,693,France,Male,21,0.0,0
3038,744,France,Male,47,0.0,0
3039,829,Spain,Female,26,101440.36,0
3040,716,France,Male,38,0.0,0
3041,671,France,Male,34,106603.74,0
3042,835,Germany,Female,29,130420.2,0
3043,636,France,Female,38,0.0,0
3044,649,Spain,Male,29,45022.23,0
3045,621,Germany,Male,27,74298.43,0
3046,658,Germany,Female,31,133003.03,1
3047,784,Spain,Male,48,0.0,0
3048,783,Spain,Female,37,136689.66,0
3049,615,France,Male,32,0.0,0
3050,791,France,Female,44,0.0,1
3051,762,France,Male,53,102520.37,0
3052,607,France,Male,35,0.0,0
3053,601,France,Female,34,0.0,0
3054,540,Spain,Male,67,88382.01,0
3055,812,France,Male,44,115049.15,0
3056,685,France,Male,58,104796.54,0
3057,680,France,Male,33,123082.08,0
3058,680,Spain,Female,58,0.0,0
3059,631,France,Female,33,0.0,0
3060,569,France,Female,43,0.0,0
3061,584,Germany,Male,33,88311.48,0
3062,582,France,Female,40,0.0,0
3063,609,France,Male,32,71872.19,0
3064,506,Spain,Male,35,110046.93,0
3065,503,France,Male,42,104430.08,0
3066,503,France,Female,28,0.0,0
3067,806,Germany,Male,31,138653.51,0
3068,653,France,Female,31,102575.04,0
3069,666,France,Male,43,137780.74,1
3070,674,Spain,Male,32,0.0,0
3071,798,France,Male,32,0.0,0
3072,740,France,Female,30,105209.54,0
3073,531,Germany,Female,32,109570.21,0
3074,614,Germany,Female,44,118715.86,1
3075,556,France,Male,35,0.0,0
3076,678,Germany,Female,43,153393.18,0
3077,587,Germany,Male,33,132603.36,0
3078,527,Spain,Female,36,0.0,0
3079,757,Germany,Female,34,129398.01,0
3080,468,Spain,Male,28,0.0,0
3081,693,France,Male,29,151352.74,0
3082,483,France,Female,44,136836.49,1
3083,466,France,Male,40,91592.06,1
3084,770,France,Female,30,0.0,0
3085,734,France,Female,54,0.0,1
3086,716,France,Female,22,0.0,0
3087,439,France,Male,36,165536.28,0
3088,538,Germany,Male,25,62482.95,0
3089,743,France,Male,40,68155.59,0
3090,734,Spain,Female,43,55853.33,1
3091,656,France,Male,37,0.0,0
3092,666,France,Female,31,79589.43,0
3093,627,Spain,Male,41,100880.76,0
3094,480,Germany,Female,25,174330.35,0
3095,792,France,Male,19,143390.51,0
3096,613,Germany,Male,59,91415.76,1
3097,476,Germany,Male,30,134366.42,0
3098,539,France,Female,24,0.0,0
3099,696,Spain,Male,60,88786.81,0
3100,810,Germany,Male,35,96814.46,0
3101,763,Germany,Male,32,160680.41,0
3102,640,France,Female,29,0.0,0
3103,655,France,Female,47,0.0,0
3104,526,Germany,Male,31,145537.21,0
3105,678,France,Female,28,0.0,1
3106,554,France,Female,45,0.0,0
3107,597,Spain,Female,30,119370.11,1
3108,560,Spain,Female,28,0.0,0
3109,850,Germany,Female,47,134381.52,1
3110,546,Germany,Female,74,114888.74,1
3111,623,Germany,Male,42,149332.48,0
3112,698,France,Female,40,105061.74,1
3113,620,France,Male,32,0.0,0
3114,619,France,Female,40,0.0,1
3115,561,France,Male,21,0.0,0
3116,753,France,Female,39,155062.8,0
3117,721,Spain,Male,43,88798.34,0
3118,451,France,Male,33,0.0,0
3119,680,Germany,Female,51,143139.87,1
3120,590,Spain,Female,23,0.0,0
3121,634,Germany,Male,27,107027.52,0
3122,676,France,Male,29,140720.93,0
3123,642,France,Male,30,80964.57,0
3124,760,France,Male,39,178585.46,1
3125,736,Spain,Female,26,135889.13,0
3126,656,France,Male,43,134919.85,0
3127,776,Germany,Male,33,115130.34,1
3128,832,Spain,Female,34,138190.13,0
3129,631,Germany,Male,37,131519.49,0
3130,795,Spain,Female,56,0.0,1
3131,648,Germany,Female,39,126935.98,0
3132,615,France,Male,39,133707.09,0
3133,682,France,Female,27,97893.2,0
3134,694,France,Male,34,127900.03,0
3135,694,France,Male,37,143835.47,0
3136,607,France,Male,44,0.0,0
3137,664,France,Male,48,0.0,1
3138,756,France,Male,60,0.0,1
3139,645,France,Female,40,129596.77,0
3140,653,Spain,Male,30,0.0,0
3141,710,Germany,Female,24,110407.44,1
3142,697,France,Female,76,0.0,0
3143,619,Germany,Female,41,142015.76,0
3144,648,Spain,Male,55,81370.07,0
3145,482,Germany,Female,48,69329.47,1
3146,548,France,Female,28,116755.5,1
3147,752,Spain,Male,44,83870.33,0
3148,648,France,Female,39,130694.89,1
3149,643,Spain,Female,34,117451.47,0
3150,573,Germany,Female,35,206868.78,0
3151,686,France,Female,39,111695.62,0
3152,644,France,Female,40,137285.26,1
3153,702,France,Female,29,149218.39,0
3154,652,France,Male,51,0.0,0
3155,641,Spain,Male,32,0.0,0
3156,692,Germany,Female,41,130701.29,1
3157,574,Spain,Male,34,0.0,0
3158,643,France,Female,31,167949.48,0
3159,834,France,Male,23,131254.81,0
3160,591,France,Male,28,0.0,0
3161,470,Spain,Male,34,0.0,0
3162,608,Spain,Male,34,86656.13,0
3163,649,Germany,Female,37,114737.26,1
3164,665,France,Female,38,0.0,0
3165,651,France,Female,39,0.0,0
3166,555,Germany,Male,62,119817.33,1
3167,637,France,Female,48,130806.99,1
3168,675,France,Female,49,0.0,1
3169,677,Spain,Male,40,0.0,0
3170,850,Germany,Female,35,80931.75,1
3171,815,France,Female,56,0.0,1
3172,665,Germany,Male,32,132178.67,0
3173,485,France,Female,27,0.0,0
3174,577,Spain,Male,43,0.0,0
3175,586,France,Female,35,164769.02,1
3176,722,Germany,Male,29,107233.85,0
3177,528,France,Female,27,176227.07,0
3178,542,France,Female,39,109949.39,0
3179,552,France,Female,34,0.0,0
3180,678,France,Female,60,117738.81,1
3181,575,Spain,Female,37,133292.45,0
3182,669,France,Female,43,160474.59,0
3183,636,France,Male,43,0.0,0
3184,667,Germany,Male,55,154393.43,1
3185,652,Germany,Female,45,110827.49,1
3186,637,Germany,Female,36,145750.45,0
3187,516,Spain,Female,45,109044.3,0
3188,801,France,Female,32,75170.54,0
3189,692,France,Female,42,0.0,0
3190,585,France,Female,28,105795.9,0
3191,590,France,Male,32,0.0,0
3192,554,Spain,Male,66,0.0,0
3193,659,France,Female,49,0.0,1
3194,690,France,Female,26,118097.87,0
3195,697,Germany,Male,29,172693.54,0
3196,610,France,Male,36,129440.3,0
3197,599,Spain,Male,36,0.0,0
3198,544,France,Male,23,96471.2,0
3199,548,France,Female,46,0.0,1
3200,635,Spain,Male,24,140197.18,0
3201,722,France,Male,20,0.0,0
3202,564,France,Female,33,135946.26,0
3203,719,France,Male,69,0.0,0
3204,547,Germany,Male,50,81290.02,1
3205,850,France,Female,42,0.0,1
3206,515,Germany,Male,60,113715.36,1
3207,667,Spain,Male,56,168883.08,0
3208,607,Germany,Male,36,143421.74,0
3209,525,France,Male,26,153644.39,0
3210,606,Spain,Female,53,109330.06,0
3211,686,Germany,Female,27,115095.88,0
3212,611,France,Male,35,0.0,1
3213,827,Spain,Male,46,183276.32,0
3214,572,France,Male,33,68193.72,0
3215,726,France,Female,32,0.0,0
3216,579,Germany,Male,31,139729.54,0
3217,598,Spain,Female,56,98365.33,0
3218,663,France,Male,36,0.0,0
3219,505,Germany,Female,37,122453.97,0
3220,576,Germany,Male,30,132174.41,0
3221,555,Spain,Female,24,0.0,0
3222,524,France,Male,30,0.0,0
3223,776,Spain,Male,39,104349.45,0
3224,645,Germany,Female,41,138881.04,1
3225,850,Germany,Female,32,116968.91,0
3226,603,Germany,Male,35,105346.03,0
3227,691,France,Male,26,136623.19,0
3228,583,France,Female,29,0.0,0
3229,584,France,Female,66,0.0,1
3230,679,France,Female,33,0.0,0
3231,646,France,Male,36,124445.52,0
3232,559,France,Female,34,68999.66,0
3233,595,Spain,Male,36,85768.42,0
3234,527,France,Male,47,0.0,1
3235,684,Spain,Male,34,100628.0,0
3236,673,Spain,Female,32,0.0,0
3237,802,Spain,Male,38,0.0,0
3238,675,France,Male,54,0.0,1
3239,762,Spain,Female,19,0.0,0
3240,580,France,Male,50,125647.36,1
3241,621,Germany,Female,31,100375.39,0
3242,411,France,Female,36,0.0,0
3243,815,France,Male,24,171922.72,0
3244,631,Germany,Female,32,146810.99,0
3245,514,Germany,Female,45,109032.23,1
3246,638,France,Male,57,0.0,1
3247,791,Spain,Male,25,0.0,0
3248,516,France,Male,35,128653.59,0
3249,734,France,Male,37,80387.81,0
3250,611,France,Male,58,0.0,1
3251,850,Germany,Male,43,108508.82,1
3252,641,France,Male,31,155978.17,0
3253,585,France,Female,38,0.0,0
3254,552,Germany,Male,50,121175.56,1
3255,507,France,Female,29,89349.47,0
3256,735,Spain,Male,38,86131.71,0
3257,707,France,Female,58,102346.86,0
3258,698,Germany,Female,36,121263.62,0
3259,841,France,Male,31,0.0,0
3260,688,Spain,Female,33,0.0,1
3261,614,France,Male,51,0.0,0
3262,511,Germany,Male,48,149726.08,1
3263,447,France,Male,43,0.0,1
3264,738,France,Male,35,161274.05,0
3265,422,France,Female,33,0.0,0
3266,537,Spain,Male,30,103138.17,0
3267,707,Germany,Female,40,109628.44,0
3268,690,France,Male,54,0.0,1
3269,664,Germany,Male,33,97286.16,0
3270,850,France,Female,33,118004.26,0
3271,584,Spain,Male,32,85534.83,0
3272,728,France,Female,59,0.0,1
3273,560,Spain,Female,43,95140.44,1
3274,629,France,Female,31,0.0,1
3275,658,France,Male,25,0.0,0
3276,794,Germany,Female,54,75900.84,0
3277,790,France,Female,41,126619.27,0
3278,640,France,Male,44,111833.47,0
3279,652,Spain,Male,37,0.0,0
3280,583,France,Female,57,238387.56,1
3281,775,France,Female,32,108698.96,0
3282,584,France,Female,39,112687.69,0
3283,635,Germany,Female,48,81556.89,0
3284,814,France,Male,48,136596.85,0
3285,735,Germany,Female,43,98807.45,1
3286,678,France,Female,31,0.0,0
3287,693,France,Male,37,0.0,0
3288,640,France,Female,30,107499.7,0
3289,773,Spain,Female,23,0.0,0
3290,736,France,Female,30,0.0,0
3291,693,France,Female,28,0.0,0
3292,496,France,Female,41,176024.05,0
3293,751,France,Female,39,0.0,0
3294,528,Germany,Male,39,127631.62,1
3295,754,Spain,Female,19,0.0,0
3296,568,Germany,Female,26,109819.16,0
3297,592,Spain,Female,41,138734.94,0
3298,558,Germany,Male,25,111363.1,0
3299,825,France,Male,34,0.0,0
3300,677,Germany,Male,28,143988.0,1
3301,653,France,Male,34,118838.75,0
3302,593,Spain,Male,35,161637.75,0
3303,632,France,Female,44,133793.89,1
3304,601,Germany,Male,35,71553.83,0
3305,786,France,Female,62,0.0,0
3306,654,France,Female,40,0.0,0
3307,572,France,Female,38,0.0,0
3308,813,France,Female,62,64667.95,0
3309,523,France,Female,28,121164.11,0
3310,506,Spain,Male,50,0.0,0
3311,513,Spain,Male,72,98903.06,0
3312,664,France,Female,31,104158.84,0
3313,684,France,Male,54,0.0,0
3314,608,Spain,Female,63,139529.93,1
3315,527,France,Female,25,0.0,0
3316,666,France,Male,53,64646.7,1
3317,779,France,Male,71,0.0,1
3318,629,France,Female,40,0.0,0
3319,430,France,Male,35,118894.22,0
3320,712,France,Male,24,0.0,0
3321,682,France,Male,30,0.0,0
3322,634,France,Female,41,68213.99,0
3323,487,Spain,Female,31,0.0,0
3324,808,Spain,Male,47,139196.0,0
3325,527,France,Female,32,0.0,0
3326,637,Germany,Male,50,126345.55,1
3327,802,Spain,Male,40,0.0,0
3328,529,France,Female,38,0.0,1
3329,850,France,Female,43,0.0,0
3330,738,France,Male,18,0.0,0
3331,817,France,Male,34,129278.43,0
3332,735,France,Male,31,119558.35,0
3333,619,Germany,Female,41,92467.58,0
3334,671,France,Male,27,0.0,0
3335,581,Spain,Female,31,0.0,0
3336,690,Spain,Male,36,0.0,0
3337,579,Spain,Male,56,99340.83,1
3338,688,Spain,Female,24,0.0,0
3339,599,Spain,Female,28,126833.79,1
3340,729,Germany,Male,29,109676.52,0
3341,718,France,Female,29,0.0,0
3342,712,Germany,Male,53,134729.99,0
3343,474,France,Male,37,98431.37,0
3344,565,Germany,Male,33,130368.31,0
3345,658,France,Female,31,123974.96,0
3346,714,France,Male,63,138082.16,0
3347,725,France,Male,45,129855.32,0
3348,825,France,Male,40,132308.22,0
3349,665,Germany,Female,45,155447.65,1
3350,670,Spain,Male,35,124268.64,0
3351,474,Germany,Female,34,176311.36,0
3352,591,France,Male,40,99886.42,0
3353,508,France,Female,31,0.0,0
3354,695,France,Female,36,0.0,0
3355,660,Germany,Male,24,85089.3,0
3356,687,Germany,Male,41,134318.21,0
3357,658,Germany,Male,29,75395.53,0
3358,705,Germany,Female,33,116765.7,1
3359,739,Spain,Male,60,0.0,0
3360,844,France,Male,38,111501.66,0
3361,602,Germany,Female,48,76595.08,0
3362,759,France,Female,33,160541.36,0
3363,747,Germany,Male,38,129728.6,0
3364,673,France,Male,47,0.0,0
3365,671,Spain,Female,34,130929.02,1
3366,640,Germany,Female,74,116800.25,0
3367,581,Germany,Male,40,101016.53,1
3368,630,France,Male,67,0.0,0
3369,703,France,Female,33,190566.65,0
3370,698,Spain,Female,47,0.0,1
3371,742,Germany,Female,43,97067.69,1
3372,652,France,Female,37,92208.54,1
3373,644,France,Male,37,186347.97,0
3374,735,Spain,Male,55,103176.62,0
3375,777,France,Female,58,0.0,1
3376,644,Germany,Female,40,77270.08,1
3377,665,Germany,Female,37,111911.63,1
3378,529,Germany,Male,72,94216.05,0
3379,803,Spain,Female,45,0.0,0
3380,604,Spain,Female,26,0.0,0
3381,738,France,Male,49,106770.82,0
3382,655,Germany,Female,72,138089.97,0
3383,698,Germany,Male,39,133191.19,0
3384,775,France,Female,66,0.0,0
3385,735,France,Male,41,74135.85,1
3386,766,Spain,Male,41,99208.46,0
3387,537,Germany,Male,84,92242.34,0
3388,599,Germany,Male,25,108380.72,0
3389,420,Spain,Female,55,91893.32,1
3390,674,France,Female,32,85757.93,0
3391,570,France,Female,46,0.0,0
3392,623,Germany,Male,33,96759.42,0
3393,710,France,Male,30,0.0,0
3394,466,France,Male,29,0.0,0
3395,759,France,Female,22,0.0,0
3396,581,France,Male,71,0.0,0
3397,820,France,Male,33,132150.26,0
3398,759,France,Male,41,0.0,0
3399,628,France,Female,31,175443.75,1
3400,676,France,Male,31,78990.15,0
3401,591,France,Female,33,113743.37,0
3402,690,France,Female,26,157624.84,0
3403,624,France,Female,62,125163.62,0
3404,573,France,Female,23,0.0,0
3405,694,France,Male,60,0.0,0
3406,632,Spain,Female,29,80922.75,0
3407,632,France,Male,40,193354.86,0
3408,832,Germany,Female,40,107648.94,0
3409,598,Germany,Female,46,131769.04,1
3410,430,Germany,Male,36,138992.48,0
3411,711,France,Female,37,113899.92,0
3412,582,Germany,Male,26,114450.32,0
3413,605,France,Male,39,0.0,0
3414,657,France,Female,37,0.0,0
3415,578,Spain,Male,40,63609.92,1
3416,532,France,Male,38,0.0,0
3417,612,France,Female,42,75497.51,0
3418,792,France,Female,42,0.0,0
3419,674,France,Female,26,0.0,0
3420,680,France,Male,31,0.0,0
3421,593,France,Female,39,117704.73,0
3422,679,Germany,Male,35,130463.55,0
3423,493,Spain,Male,32,46161.18,0
3424,688,Spain,Male,42,0.0,0
3425,769,Germany,Male,43,110182.54,0
3426,581,Spain,Male,49,0.0,0
3427,465,France,Male,41,117221.15,0
3428,641,France,Female,35,0.0,0
3429,731,Germany,Female,43,79120.27,1
3430,625,France,Male,37,177069.24,0
3431,468,France,Male,36,61636.97,0
3432,790,France,Male,26,0.0,0
3433,587,Germany,Female,37,104414.03,0
3434,692,France,Male,66,159732.02,0
3435,676,Germany,Female,34,89437.03,0
3436,571,France,Male,41,0.0,0
3437,700,France,Female,32,0.0,0
3438,445,France,Female,30,0.0,0
3439,746,France,Male,36,142400.77,0
3440,722,France,Female,47,88011.4,1
3441,596,France,Male,36,0.0,0
3442,850,Germany,Female,30,154870.28,0
3443,597,Spain,Female,46,0.0,1
3444,436,Spain,Male,43,0.0,0
3445,660,Germany,Male,28,118402.25,0
3446,649,France,Male,37,87374.88,0
3447,646,Germany,Male,32,105397.8,1
3448,560,Spain,Female,31,125341.69,0
3449,710,Germany,Male,49,129164.88,0
3450,513,France,Male,40,141004.46,0
3451,607,France,Female,21,0.0,0
3452,757,France,Male,57,89079.41,1
3453,619,Germany,Male,40,103604.31,0
3454,612,France,Male,24,182705.05,0
3455,842,France,Male,29,0.0,0
3456,713,France,Male,33,94598.48,1
3457,657,Spain,Male,36,188241.05,1
3458,770,France,Female,37,0.0,0
3459,773,France,Female,40,0.0,0
3460,470,Germany,Male,39,117469.91,0
3461,781,Spain,Male,35,80790.74,0
3462,428,France,Female,62,107735.93,0
3463,600,Germany,Male,43,133379.41,1
3464,697,Spain,Female,37,168066.87,0
3465,692,Germany,Female,43,69014.49,0
3466,791,France,Male,28,0.0,0
3467,538,Germany,Female,42,98548.62,0
3468,820,France,Female,49,0.0,0
3469,679,Spain,Female,26,76554.06,0
3470,649,France,Female,36,0.0,0
3471,632,France,Female,27,107375.82,0
3472,594,France,Male,40,122417.17,0
3473,682,France,Female,42,0.0,1
3474,720,Spain,Male,33,97188.62,0
3475,769,France,Male,31,61297.05,0
3476,746,Spain,Male,30,112666.67,1
3477,623,Spain,Female,40,0.0,0
3478,537,France,Male,28,157842.07,0
3479,468,France,Male,46,91443.75,0
3480,588,Germany,Female,30,110148.49,1
3481,729,Spain,Female,34,53299.96,0
3482,543,Spain,Male,37,0.0,0
3483,499,Spain,Male,39,0.0,0
3484,784,Germany,Male,28,70233.74,0
3485,604,France,Male,33,0.0,1
3486,614,Spain,Female,25,75212.28,0
3487,671,France,Female,31,41299.03,0
3488,587,Spain,Female,35,83286.56,0
3489,593,Spain,Male,43,0.0,0
3490,453,France,Male,29,0.0,1
3491,570,Germany,Male,35,85668.59,0
3492,655,France,Female,45,57327.04,0
3493,632,Spain,Male,47,0.0,0
3494,681,France,Female,37,69609.85,0
3495,591,Germany,Male,46,129269.27,0
3496,779,France,Male,27,0.0,0
3497,456,France,Female,63,165350.61,1
3498,686,France,Female,41,152105.57,0
3499,617,France,Male,74,0.0,0
3500,850,France,Female,32,106290.64,0
3501,646,Germany,Female,30,100548.67,0
3502,735,Germany,Male,46,106344.95,1
3503,543,France,Male,35,137482.19,0
3504,490,France,Female,37,116465.53,0
3505,640,France,Male,45,0.0,0
3506,445,Spain,Male,45,0.0,0
3507,761,France,Male,36,127637.92,0
3508,426,France,Female,34,0.0,0
3509,777,France,Male,37,0.0,0
3510,534,France,Male,35,81951.74,0
3511,777,France,Female,42,147531.82,0
3512,806,Spain,Male,18,0.0,0
3513,790,France,Female,33,135120.72,0
3514,643,Spain,Female,32,0.0,0
3515,584,Spain,Female,37,0.0,0
3516,638,France,Female,34,0.0,0
3517,771,Spain,Male,18,0.0,0
3518,600,France,Female,39,0.0,0
3519,661,Spain,Female,41,28082.95,1
3520,554,France,Female,43,0.0,1
3521,627,Spain,Male,49,111087.5,0
3522,659,France,Female,38,0.0,0
3523,835,France,Male,35,127120.07,0
3524,763,France,Female,35,115651.6,0
3525,625,Germany,Male,31,77743.01,0
3526,799,France,Female,30,0.0,0
3527,849,France,Male,69,71996.09,0
3528,692,France,Male,28,61581.97,0
3529,623,France,Female,24,0.0,0
3530,453,Spain,Female,42,0.0,1
3531,408,France,Female,84,87873.39,1
3532,778,Germany,Female,37,105617.73,1
3533,695,France,Female,42,0.0,1
3534,677,Germany,Female,44,148770.61,0
3535,662,Spain,Male,37,94901.09,0
3536,534,France,Male,29,174851.9,0
3537,602,France,Male,59,0.0,0
3538,554,Germany,Female,43,120847.11,1
3539,667,France,Male,42,0.0,0
3540,672,France,Male,43,0.0,0
3541,838,Spain,Female,67,103267.8,0
3542,692,Spain,Female,34,109699.08,0
3543,675,France,Male,49,135133.39,1
3544,731,Spain,Male,33,0.0,0
3545,468,France,Female,32,137649.47,0
3546,542,Spain,Male,43,113567.94,0
3547,662,Spain,Female,35,0.0,1
3548,770,Germany,Male,37,141547.26,0
3549,675,France,Female,61,62055.17,1
3550,647,Germany,Male,51,131156.76,0
3551,604,France,Male,31,134837.58,0
3552,833,France,Female,39,0.0,0
3553,741,Spain,Male,40,104784.23,1
3554,658,Spain,Male,36,0.0,0
3555,528,France,Female,36,156948.41,1
3556,590,France,Female,60,147751.75,1
3557,675,France,Male,34,124619.33,0
3558,765,France,Male,41,124182.21,0
3559,650,France,Female,64,142028.36,1
3560,817,France,Male,44,0.0,1
3561,699,Germany,Female,31,125837.86,0
3562,495,Germany,Female,34,117160.32,1
3563,491,Spain,Female,61,0.0,0
3564,847,France,Male,51,97565.74,1
3565,676,Spain,Female,30,0.0,0
3566,746,Spain,Female,25,104833.79,0
3567,470,Spain,Female,31,101675.22,0
3568,714,Spain,Male,20,0.0,0
3569,695,France,Female,50,0.0,1
3570,674,France,Male,46,174701.05,1
3571,664,Germany,Male,36,71142.77,0
3572,697,Germany,Male,31,108805.42,0
3573,670,France,Male,68,0.0,0
